"cohort","source_role","rel_path","exists","read_status","rows","columns","candidate_field_n","candidate_fields","notes"
"HRS","HRS Exit A_R pooled","HRS Products/HRS Exit/2012/x12da/X12A_R.da | HRS Products/HRS Exit/2014/x14da/X14A_R.da | HRS Products/HRS Exit/2016/x16da/X16A_R.da | HRS Products/HRS Exit/2018/x18sta/X18A_R.dta | HRS Products/HRS Exit/2020/x20sta/X20A_R.dta",TRUE,"ok",5985,17,4,"death_month/death_year; interview_month/interview_year","A_R exit records parsed from fixed-width .da/.dct imports for 2012-2016 and Stata .dta for 2018/2020; month 98 and year 9998 retained as unresolved special values"
