"model","term","estimate","std_error","statistic","p_value"
"Model_B","(Intercept)",-10.4820189655097,0.360755862876463,-29.0557134177447,1.30318802219819e-185
"Model_B","fi_full",3.54670495004833,0.245025289802551,14.4748525872834,1.74699878438573e-47
"Model_B","age",0.0935564636241771,0.00495025389022203,18.8993263171762,1.15518066571931e-79
"Model_B","female",-0.515517336755085,0.0790287456944707,-6.52316232814958,6.88402882529798e-11
"Model_B","factor(period)2",0.475261357634703,0.0780878091887301,6.08624268720417,1.15591189150826e-09
